,alcohol,residual sugar,fixed acidity,pH,free sulfur dioxide,quality
4849,9.6,8.9,6.4,3.1,52.0,0
4850,11.1,2.5,7.0,3.05,67.0,0
4851,9.6,8.9,6.4,3.1,52.0,0
4852,11.4,1.6,6.2,3.3,12.0,0
4853,11.4,1.4,5.2,3.32,20.0,0
4854,12.06666667,3.9,6.2,3.1,22.0,0
4855,9.0,13.7,7.1,2.9,26.0,0
4856,9.0,13.7,7.1,2.9,26.0,0
4857,11.4,9.2,7.5,3.08,19.0,0
4858,9.6,7.8,6.4,3.12,53.0,0
4859,11.0,7.6,6.0,3.03,25.0,0
4860,11.0,7.7,6.0,3.04,24.0,0
4861,11.2,3.0,5.5,3.23,16.0,0
4862,11.55,1.3,5.9,3.31,42.0,0
4863,13.3,4.0,6.2,3.2,44.0,0
4864,9.633333333,1.1,6.0,3.3,22.0,0
4865,13.6,2.0,6.2,3.06,31.0,0
4866,11.2,1.9,5.7,3.29,30.0,0
4867,13.0,1.4,5.3,3.27,3.0,0
4868,10.8,4.5,5.8,3.31,42.0,0
4869,9.8,10.1,6.6,3.19,8.0,0
4870,11.45,6.6,6.1,3.15,29.0,0
4871,12.05,1.9,5.0,3.37,20.0,0
4872,9.7,12.4,6.0,3.14,50.0,0
4873,11.9,1.6,5.7,3.33,33.0,0
4874,10.0,2.5,5.6,3.49,16.0,0
4875,9.7,1.2,7.4,3.12,18.0,0
4876,11.6,2.5,6.2,3.36,34.0,0
4877,8.8,0.8,5.9,3.25,12.0,0
4878,9.5,0.9,6.2,3.24,6.0,0
4879,9.533333333,8.1,6.6,3.15,68.0,0
4880,9.533333333,8.1,6.6,3.15,68.0,0
4881,9.4,11.75,5.0,3.07,34.0,0
4882,10.7,1.3,5.5,3.26,45.0,0
4883,11.5,1.9,4.9,3.27,60.0,0
4884,9.6,8.3,6.5,3.14,68.0,0
4885,9.55,8.1,6.6,3.15,68.0,0
4886,12.15,5.7,6.2,3.21,45.0,0
4887,13.0,1.9,6.2,3.04,5.0,0
4888,9.2,1.2,6.8,3.04,38.0,0
4889,9.4,11.75,4.9,3.07,34.0,0
4890,11.8,2.2,6.1,3.06,25.0,0
4891,10.6,0.9,5.7,3.24,38.0,0
4893,11.2,1.6,6.2,3.27,24.0,0
4894,9.6,8.0,6.6,3.15,57.0,0
4896,12.8,1.1,5.5,3.34,20.0,0
4897,11.8,0.8,6.0,3.26,22.0,0
4898,9.4,1.9,7.4,3.51,11.0,0
4899,9.8,2.6,7.8,3.2,25.0,0
4900,9.8,2.3,7.8,3.26,15.0,0
4901,9.8,1.9,11.2,3.16,17.0,0
4902,9.4,1.9,7.4,3.51,11.0,0
4903,9.4,1.8,7.4,3.51,13.0,0
4904,9.4,1.6,7.9,3.3,15.0,0
4905,10.0,1.2,7.3,3.39,15.0,0
4906,9.5,2.0,7.8,3.36,9.0,0
4907,10.5,6.1,7.5,3.35,17.0,0
4908,9.2,1.8,6.7,3.28,15.0,0
4909,10.5,6.1,7.5,3.35,17.0,0
4910,9.9,1.6,5.6,3.58,16.0,0
4911,9.1,1.6,7.8,3.26,9.0,0
4912,9.2,3.8,8.9,3.16,52.0,0
4913,9.2,3.9,8.9,3.17,51.0,0
4914,10.5,1.8,8.5,3.3,35.0,0
4915,9.3,1.7,8.1,3.11,16.0,0
4916,9.0,4.4,7.4,3.38,6.0,0
4917,9.2,1.8,7.9,3.04,17.0,0
4918,9.4,1.8,8.9,3.39,29.0,0
4919,9.7,2.3,7.6,3.52,23.0,0
4920,9.5,1.6,7.9,3.17,10.0,0
4921,9.4,2.3,8.5,3.17,9.0,0
4922,9.7,2.4,6.9,3.43,21.0,0
4923,9.3,1.4,6.3,3.34,11.0,0
4924,9.5,1.8,7.6,3.28,4.0,0
4925,9.5,1.6,7.9,3.17,10.0,0
4926,9.4,1.9,7.1,3.47,14.0,0
4927,9.8,2.0,7.8,3.38,8.0,0
4928,10.1,2.4,6.7,3.35,17.0,0
4929,10.6,2.5,6.9,3.46,22.0,0
4930,9.8,2.3,8.3,3.17,15.0,0
4931,9.4,10.7,6.9,3.45,40.0,0
4932,9.2,1.8,5.2,3.38,13.0,0
4933,9.6,5.5,7.8,3.4,5.0,0
4934,10.8,2.4,7.8,3.42,3.0,0
4935,9.7,2.1,8.1,3.23,13.0,0
4936,9.8,1.5,5.7,3.5,7.0,0
4937,10.5,5.9,7.3,3.33,12.0,0
4938,10.5,5.9,7.3,3.33,12.0,0
4939,9.3,2.8,8.8,3.26,17.0,0
4940,10.5,2.6,7.5,3.21,8.0,0
4941,10.3,2.2,8.1,3.3,9.0,0
4942,9.5,1.8,6.8,3.48,5.0,0
4943,13.1,2.1,4.6,3.9,8.0,0
4944,9.2,2.2,7.7,3.25,22.0,0
4945,9.5,1.6,8.7,3.25,12.0,0
4946,9.2,1.6,6.4,3.34,5.0,0
4947,9.2,1.4,5.6,3.32,12.0,0
4948,9.2,1.7,8.8,3.15,4.0,0
4949,9.4,2.2,6.6,3.4,8.0,0
4950,9.4,2.1,6.6,3.39,6.0,0
4951,9.4,3.0,8.6,3.2,30.0,0
4952,10.2,2.8,7.6,3.17,33.0,0
4953,9.5,3.8,7.7,3.34,25.0,0
4954,9.6,3.4,10.2,3.04,4.0,0
4955,9.4,5.1,7.5,3.26,50.0,0
4956,10.0,2.3,7.8,3.43,17.0,0
4957,9.4,2.4,7.3,3.41,9.0,0
4958,9.2,2.2,8.8,3.44,19.0,0
4959,9.3,1.8,7.7,3.21,20.0,0
4960,9.5,1.9,7.5,3.38,12.0,0
4961,9.8,2.0,7.0,3.39,13.0,0
4962,10.9,4.65,7.2,3.41,4.0,0
4963,10.9,4.65,7.2,3.41,4.0,0
4964,9.6,1.5,7.5,3.42,11.0,0
4965,10.7,1.6,6.6,3.44,6.0,0
4966,10.7,2.0,9.3,3.28,27.0,0
4967,10.5,1.9,8.0,3.34,8.0,0
4968,9.5,1.9,7.7,3.32,15.0,0
4969,9.5,2.1,7.7,3.32,17.0,0
4970,9.5,1.9,7.7,3.31,18.0,0
4971,9.2,2.1,8.3,3.31,11.0,0
4972,9.6,2.5,9.7,3.28,28.0,0
4973,10.5,2.2,8.8,3.54,9.0,0
4974,10.5,2.2,8.8,3.54,9.0,0
4975,10.7,2.4,6.8,3.52,14.0,0
4976,10.1,2.0,6.7,3.38,12.0,0
4977,9.1,1.5,8.3,3.16,27.0,0
4978,9.2,1.6,6.2,3.41,3.0,0
4979,9.4,1.9,7.8,3.13,22.0,0
4980,9.1,2.0,7.4,3.36,21.0,0
4981,9.4,1.8,7.3,3.16,16.0,0
4982,10.3,1.8,6.3,3.44,18.0,0
4983,10.1,2.2,6.9,3.41,19.0,0
4984,9.9,1.9,8.6,2.93,20.0,0
4985,9.6,1.9,7.7,3.39,9.0,0
4986,9.5,2.1,9.3,3.14,34.0,0
4987,9.0,1.8,7.0,3.48,8.0,0
4988,9.5,1.9,7.9,3.23,42.0,0
4989,9.9,1.9,8.6,2.93,20.0,0
4990,9.8,2.0,8.6,2.93,19.0,0
4991,9.6,1.9,7.7,3.39,9.0,0
4992,10.5,1.4,5.0,3.75,41.0,0
4993,12.9,2.3,4.7,3.85,17.0,0
4994,10.7,3.0,6.8,3.45,8.0,0
4995,9.2,2.0,7.0,3.25,3.0,0
4996,9.8,2.5,7.6,3.39,5.0,0
4997,9.0,1.9,8.1,3.3,13.0,0
4998,10.2,2.1,8.3,3.4,11.0,0
4999,10.4,1.9,7.8,3.31,8.0,0
5000,9.0,1.9,8.1,3.3,13.0,0
5001,9.2,2.1,8.1,3.29,12.0,0
5002,9.4,2.2,7.2,3.33,5.0,0
5003,9.2,2.1,8.1,3.29,12.0,0
5004,9.3,1.7,7.8,3.08,18.0,0
5005,9.3,1.7,6.2,3.46,15.0,0
5006,9.6,2.5,8.0,3.37,18.0,0
5007,9.3,2.0,8.1,3.21,37.0,0
5008,9.5,1.8,7.8,3.19,12.0,0
5009,9.8,2.2,8.4,3.15,11.0,0
5010,9.8,2.2,8.4,3.15,14.0,0
5011,9.7,2.3,10.1,3.32,22.0,0
5012,9.5,1.8,7.8,3.19,12.0,0
5013,10.5,2.2,9.4,3.07,13.0,0
5014,10.0,1.9,8.3,3.39,11.0,0
5015,9.4,2.0,7.8,3.37,7.0,0
5016,10.9,2.2,8.8,3.21,14.0,0
5017,9.2,1.8,7.0,3.34,22.0,0
5018,9.0,1.7,7.3,3.3,10.0,0
5019,10.9,2.2,8.8,3.21,14.0,0
5020,9.2,2.5,7.3,3.49,3.0,0
5021,9.5,2.6,8.0,3.44,11.0,0
5022,9.5,1.6,7.8,3.39,21.0,0
5023,9.4,1.9,9.0,3.16,27.0,0
5024,10.9,1.7,8.2,3.53,3.0,0
5025,10.9,1.8,8.1,3.54,3.0,0
5026,10.5,1.8,8.0,3.42,3.0,0
5027,9.4,1.8,6.1,3.42,6.0,0
5028,9.4,2.0,8.0,3.24,30.0,0
5029,13.0,2.3,5.6,3.63,17.0,0
5030,13.0,2.3,5.6,3.63,17.0,0
5031,9.8,1.5,6.6,3.4,17.0,0
5032,9.9,2.2,7.9,3.22,13.0,0
5033,9.6,1.9,8.4,3.19,16.0,0
5034,9.5,1.8,8.3,3.23,10.0,0
5035,9.2,2.0,7.2,3.48,13.0,0
5036,9.5,2.1,7.8,3.33,15.0,0
5037,9.5,2.0,7.8,3.32,17.0,0
5038,9.6,1.9,8.4,3.19,16.0,0
5039,9.5,1.8,8.3,3.23,10.0,0
5040,14.0,1.8,5.2,3.68,27.0,0
5041,9.4,1.7,6.3,3.34,3.0,0
5042,14.0,1.8,5.2,3.68,27.0,0
5043,9.4,1.8,8.1,3.17,32.0,0
5044,10.0,1.8,5.8,3.54,21.0,0
5045,9.3,1.6,7.6,3.11,10.0,0
5046,10.2,2.3,6.9,3.42,12.0,0
5047,10.5,2.8,8.2,3.53,11.0,0
5048,10.3,2.1,7.3,3.33,5.0,0
5049,9.4,3.4,9.2,2.74,32.0,0
5050,10.1,1.8,7.5,3.35,25.0,0
5051,10.1,1.8,7.5,3.35,25.0,0
5052,10.5,5.5,7.1,3.42,29.0,0
5053,10.5,5.5,7.1,3.42,28.0,0
5054,10.5,5.5,7.1,3.42,29.0,0
5055,10.5,5.5,7.1,3.42,28.0,0
5056,9.3,2.2,7.1,3.48,12.0,0
5057,9.3,1.9,6.8,3.59,18.0,0
5058,9.6,2.0,7.6,3.2,7.0,0
5059,9.2,1.3,7.6,3.17,9.0,0
5060,10.0,1.7,7.8,3.33,17.0,0
5061,9.4,7.3,7.4,3.37,36.0,0
5062,9.4,7.2,7.3,3.37,35.0,0
5063,9.5,1.7,7.8,3.19,14.0,0
5064,10.2,2.1,6.8,3.34,18.0,0
5065,9.0,1.6,7.3,3.37,17.0,0
5066,10.4,2.1,6.8,3.47,11.0,0
5067,9.5,1.8,7.5,3.0,15.0,0
5068,9.1,1.8,7.9,3.36,4.0,0
5069,9.2,2.0,8.0,3.29,6.0,0
5070,9.2,2.0,8.0,3.29,6.0,0
5071,11.5,1.9,7.4,3.42,24.0,0
5072,9.5,2.0,7.3,3.33,7.0,0
5073,9.5,1.5,6.9,3.35,19.0,0
5074,9.5,2.0,7.3,3.33,7.0,0
5075,10.5,2.3,7.5,3.58,8.0,0
5076,9.6,2.5,7.0,3.48,7.0,0
5077,9.5,2.4,8.8,3.19,10.0,0
5078,9.5,2.4,8.8,3.19,10.0,0
5079,9.3,2.0,8.9,3.12,23.0,0
5080,9.3,2.5,7.2,3.44,16.0,0
5081,9.3,1.8,6.8,3.54,11.0,0
5082,9.3,1.9,6.7,3.52,8.0,0
5083,9.7,2.0,8.9,3.26,26.0,0
5084,9.2,2.0,7.4,3.34,14.0,0
5085,9.7,2.6,7.7,3.39,9.0,0
5086,9.5,2.0,7.9,3.2,15.0,0
5087,9.5,1.9,7.9,3.2,17.0,0
5088,9.4,2.9,8.2,3.23,21.0,0
5089,9.8,1.9,6.4,3.57,21.0,0
5090,9.5,3.8,6.8,3.28,16.0,0
5091,9.7,2.2,7.6,3.28,7.0,0
5092,9.7,2.2,7.6,3.28,7.0,0
5093,9.4,2.0,7.8,3.25,24.0,0
5094,10.2,2.4,7.3,3.46,15.0,0
5095,10.1,2.0,11.5,3.11,12.0,0
5096,13.0,1.2,5.4,3.57,13.0,0
5097,11.4,2.1,6.9,3.51,12.0,0
5098,10.3,1.4,9.6,3.22,9.0,0
5099,9.3,2.1,8.8,3.04,39.0,0
5100,9.5,1.5,6.8,3.36,16.0,0
5101,9.2,1.6,7.0,3.34,16.0,0
5102,9.2,1.6,7.0,3.34,14.0,0
5103,10.8,2.6,12.8,3.2,9.0,0
5104,10.8,2.6,12.8,3.2,9.0,0
5105,9.3,1.8,7.8,3.29,26.0,0
5106,9.4,2.7,7.8,3.22,18.0,0
5107,10.5,2.1,11.0,3.31,7.0,0
5108,12.4,2.0,9.7,3.3,5.0,0
5109,10.0,2.8,8.0,3.35,10.0,0
5110,10.2,2.1,11.6,3.21,5.0,0
5111,10.1,2.2,8.2,3.3,28.0,0
5112,9.8,2.4,7.8,3.24,10.0,0
5113,10.5,5.6,7.0,3.34,26.0,0
5114,11.0,2.0,8.7,3.14,13.0,0
5115,9.1,2.2,8.1,3.36,11.0,0
5116,9.7,1.9,7.5,3.39,10.0,0
5117,9.5,2.4,7.8,3.3,24.0,0
5118,9.4,2.0,7.8,3.34,24.0,0
5119,9.4,2.0,7.4,3.15,16.0,0
5120,9.5,1.5,6.8,3.42,5.0,0
5121,10.0,2.0,8.6,3.28,8.0,0
5122,10.4,2.0,8.4,3.31,15.0,0
5123,10.5,2.6,7.7,3.37,29.0,0
5124,9.5,2.0,8.9,3.04,27.0,0
5125,9.8,2.6,9.0,3.39,9.0,0
5126,10.5,2.6,7.7,3.37,29.0,0
5127,11.0,2.6,6.9,3.46,10.0,0
5128,12.2,1.6,5.2,3.54,19.0,0
5129,9.9,1.8,8.0,3.37,12.0,0
5130,9.6,2.8,8.5,3.34,18.0,0
5131,11.0,2.6,6.9,3.46,10.0,0
5132,9.0,2.3,8.2,3.32,7.0,0
5133,9.0,1.9,7.2,3.37,14.0,0
5134,9.0,1.9,7.2,3.37,14.0,0
5135,9.2,1.9,7.2,3.37,15.0,0
5136,9.0,1.9,7.2,3.37,14.0,0
5137,9.0,2.3,8.2,3.32,7.0,0
5138,9.3,1.7,8.9,3.0,5.0,0
5139,10.9,2.1,12.0,3.14,6.0,0
5140,9.8,1.8,7.7,3.08,28.0,0
5141,9.2,2.2,15.0,3.07,10.0,0
5142,9.2,2.2,15.0,3.07,10.0,0
5143,9.9,2.0,7.3,3.61,6.0,0
5144,9.5,1.9,7.1,3.38,16.0,0
5145,9.3,2.3,8.2,3.2,11.0,0
5146,9.8,1.7,7.7,3.35,9.0,0
5147,9.9,2.0,7.3,3.61,6.0,0
5148,10.0,1.6,10.8,3.22,16.0,0
5149,9.9,1.8,7.1,3.47,16.0,0
5150,10.5,3.1,11.1,3.17,5.0,0
5151,9.5,1.9,7.7,3.23,8.0,0
5152,9.9,1.8,7.1,3.47,16.0,0
5153,9.3,3.2,8.0,3.26,17.0,0
5154,9.2,2.2,9.4,3.22,5.0,0
5155,9.2,2.1,6.6,3.49,12.0,0
5156,9.4,1.8,7.7,3.06,8.0,0
5157,10.5,2.6,10.0,3.36,14.0,0
5158,9.3,1.7,7.9,3.29,18.0,0
5159,9.4,2.0,7.0,3.35,12.0,0
5160,10.0,1.7,8.0,3.34,10.0,0
5161,9.3,1.8,7.9,3.28,23.0,0
5162,10.9,2.4,12.5,3.08,5.0,0
5163,10.2,1.8,11.8,3.2,6.0,0
5164,9.8,3.3,8.1,3.6,26.0,0
5165,12.8,3.6,7.9,3.35,15.0,1
5166,9.4,3.0,6.9,3.69,7.0,0
5167,10.1,4.0,11.5,3.28,4.0,0
5168,10.7,4.0,7.9,3.36,27.0,0
5169,10.1,4.0,11.5,3.28,4.0,0
5170,10.1,4.0,10.9,3.22,17.0,0
5171,9.4,2.4,8.4,3.31,10.0,0
5172,9.4,7.0,7.5,3.38,27.0,0
5173,10.7,4.0,7.9,3.36,27.0,0
5174,9.4,3.0,6.9,3.69,7.0,0
5175,10.1,4.0,11.5,3.28,4.0,0
5176,12.6,6.4,10.3,3.23,5.0,1
5177,10.5,5.6,8.9,3.38,10.0,0
5178,9.3,3.6,11.4,3.12,6.0,0
5179,9.9,3.5,7.7,3.25,5.0,0
5180,9.1,3.0,7.6,3.36,12.0,0
5181,10.5,5.6,8.9,3.38,10.0,0
5182,9.8,3.4,9.9,3.31,32.0,0
5183,9.8,3.4,9.9,3.31,32.0,0
5184,10.3,2.0,12.0,3.1,25.0,0
5185,10.3,3.0,7.5,3.37,29.0,0
5186,10.6,2.5,8.7,3.34,20.0,0
5187,9.2,3.3,11.6,3.2,33.0,0
5188,10.6,2.5,8.7,3.34,20.0,0
5189,10.5,2.0,11.0,3.3,6.0,0
5190,10.3,2.7,10.4,3.22,18.0,0
5191,10.1,2.4,6.9,3.41,5.0,0
5192,9.5,3.2,13.3,3.05,17.0,0
5193,9.5,2.5,10.8,3.05,5.0,0
5194,9.9,2.6,10.6,3.16,26.0,0
5195,9.6,2.0,7.1,3.67,8.0,0
5196,9.7,2.3,7.2,3.67,5.0,0
5197,9.6,2.1,6.9,3.68,8.0,0
5198,10.7,2.6,7.5,3.38,20.0,0
5199,10.1,1.5,11.1,3.22,7.0,0
5200,10.0,2.6,8.3,3.51,12.0,0
5201,9.5,1.6,7.4,3.39,5.0,0
5202,9.2,2.1,8.4,3.2,12.0,0
5203,9.3,2.5,10.3,3.12,6.0,0
5204,9.4,2.2,7.6,3.36,7.0,0
5205,9.5,2.4,10.3,3.19,6.0,0
5206,9.5,2.4,10.3,3.19,5.0,0
5207,9.5,1.7,7.4,3.41,9.0,0
5208,9.3,2.5,10.3,3.12,6.0,0
5209,9.4,2.0,7.9,3.27,15.0,0
5210,9.5,2.8,9.0,3.32,19.0,0
5211,9.4,3.0,8.6,3.3,30.0,0
5212,11.0,2.6,7.4,3.39,26.0,0
5213,11.0,2.5,7.1,3.42,20.0,0
5214,10.1,3.4,9.6,3.3,37.0,0
5215,10.4,2.9,9.6,3.3,30.0,0
5216,11.5,3.2,9.8,3.37,21.0,0
5217,10.4,2.9,9.6,3.3,30.0,0
5218,11.5,3.2,9.8,3.37,21.0,0
5219,9.7,3.4,9.3,3.24,25.0,0
5220,9.3,2.3,7.8,3.29,6.0,0
5221,9.5,2.8,10.3,3.28,35.0,0
5222,9.2,11.0,10.0,3.16,13.0,0
5223,9.2,11.0,10.0,3.16,13.0,0
5224,11.5,3.65,11.6,3.05,6.0,0
5225,11.5,4.5,10.3,3.28,5.0,0
5226,9.7,2.6,13.4,3.16,6.0,0
5227,9.5,2.0,10.7,3.18,7.0,0
5228,12.5,2.9,10.2,3.23,10.0,0
5229,12.5,2.9,10.2,3.23,10.0,0
5230,9.4,3.2,8.0,3.22,21.0,0
5231,11.0,2.1,8.4,3.13,16.0,0
5232,11.7,2.5,7.9,3.34,17.0,0
5233,12.2,3.4,11.9,3.17,7.0,0
5234,12.5,1.9,8.9,3.35,6.0,0
5235,10.3,2.8,7.8,3.31,29.0,0
5236,11.5,3.0,12.4,3.16,28.0,0
5237,9.8,2.3,12.5,3.11,12.0,0
5238,9.2,2.4,12.2,3.12,10.0,0
5239,11.3,2.7,10.6,3.21,5.0,0
5240,9.8,1.8,10.9,3.3,6.0,0
5241,9.8,1.8,10.9,3.3,6.0,0
5242,10.7,2.6,11.9,3.12,6.0,0
5243,9.9,1.9,7.0,3.6,40.0,0
5244,12.3,2.7,6.6,3.58,17.0,0
5245,12.0,3.0,13.8,3.02,6.0,0
5246,10.0,2.8,9.6,3.11,15.0,0
5247,9.4,2.6,9.1,3.36,11.0,0
5248,9.9,2.7,10.7,3.28,17.0,0
5249,9.4,2.6,9.1,3.35,11.0,0
5250,9.3,2.4,7.7,3.27,8.0,0
5251,13.0,4.8,13.5,3.18,23.0,0
5252,11.9,1.4,6.1,3.25,40.5,0
5253,12.8,2.4,6.7,3.55,17.0,0
5254,11.0,3.0,11.5,3.26,29.0,0
5255,11.7,2.95,10.5,3.24,12.0,0
5256,10.4,3.1,11.9,3.15,10.0,0
5257,9.8,2.6,12.6,3.17,10.0,0
5258,9.4,2.0,8.2,3.19,14.0,0
5259,9.9,2.6,8.6,3.37,21.0,0
5260,10.0,2.5,11.9,3.05,6.0,0
5261,10.2,2.0,12.5,2.99,6.0,0
5262,10.0,5.8,12.8,3.07,7.0,0
5263,11.8,3.4,10.0,3.26,7.0,0
5264,10.0,5.8,12.8,3.07,7.0,0
5265,9.0,2.6,10.4,3.16,11.0,0
5266,9.4,2.8,10.3,3.18,15.0,0
5267,12.0,2.4,9.4,3.2,6.0,0
5268,9.9,2.3,6.9,3.57,35.0,0
5269,8.7,1.6,7.9,3.32,11.0,0
5270,10.6,1.8,9.1,3.32,26.0,0
5271,9.2,2.2,7.4,3.05,12.0,0
5272,10.8,3.8,14.0,3.01,6.0,0
5273,11.8,4.4,11.5,3.01,6.0,0
5274,11.0,3.0,11.5,3.26,19.0,0
5275,12.0,2.4,9.4,3.2,6.0,0
5276,13.3,6.2,11.4,3.11,6.0,0
5277,10.8,2.5,8.3,3.31,24.0,0
5278,9.4,2.0,8.3,3.21,11.0,0
5279,10.0,2.9,13.7,3.06,17.0,0
5280,9.4,2.0,8.3,3.21,11.0,0
5281,9.4,2.0,8.3,3.21,11.0,0
5282,9.2,2.1,7.7,3.42,23.0,0
5283,9.7,2.4,7.4,3.43,11.0,0
5284,9.2,2.0,7.8,3.41,23.0,0
5285,9.6,1.9,8.3,3.31,17.0,0
5286,9.2,1.9,7.8,3.43,23.0,0
5287,10.0,2.5,9.6,3.19,16.0,0
5288,12.9,1.4,5.6,3.56,12.0,1
5289,10.0,2.9,13.7,3.06,17.0,0
5290,9.5,2.0,9.5,3.18,6.0,0
5291,9.1,2.0,8.4,3.16,13.0,0
5292,9.9,2.3,12.7,3.03,6.0,0
5293,13.0,4.2,12.0,3.22,7.0,0
5294,9.9,7.9,6.6,3.47,68.0,0
5295,11.0,2.6,11.5,3.18,13.0,0
5296,11.0,2.6,11.5,3.18,13.0,0
5297,9.4,2.3,8.7,3.1,9.0,0
5298,9.9,7.9,6.6,3.47,68.0,0
5299,10.8,1.7,7.7,3.29,20.0,0
5300,10.5,2.6,12.2,3.1,19.0,0
5301,10.5,2.7,11.4,3.15,10.0,0
5302,9.1,2.7,7.7,3.26,15.0,0
5303,10.1,1.4,8.7,3.36,11.0,0
5304,10.8,2.5,9.8,3.24,9.0,0
5305,10.8,3.0,12.0,3.18,12.0,0
5306,11.3,3.7,10.4,3.19,6.0,0
5307,9.6,4.5,12.5,3.05,26.0,0
5308,9.5,2.5,9.0,3.38,26.0,0
5309,9.5,2.4,9.1,3.38,23.0,0
5310,9.3,1.9,7.1,3.27,15.0,0
5311,11.7,6.7,9.9,3.27,6.0,0
5312,9.5,2.7,8.8,3.26,24.0,0
5313,9.3,6.6,8.6,3.32,31.0,0
5314,11.7,2.2,10.6,3.26,6.0,0
5315,10.5,1.9,7.0,3.44,34.0,0
5316,10.4,2.0,11.9,3.24,7.0,0
5317,9.9,1.8,6.8,3.62,34.0,0
5318,11.8,2.4,9.5,3.28,35.0,0
5319,12.3,2.3,6.6,3.52,32.0,0
5320,10.9,2.0,7.7,3.36,15.0,0
5321,11.0,2.1,10.5,3.15,6.0,0
5322,10.9,2.0,7.7,3.36,15.0,0
5323,12.3,2.3,6.6,3.52,32.0,0
5324,11.4,2.1,6.4,3.49,19.0,0
5325,10.6,1.9,9.5,3.26,6.0,0
5326,9.3,1.3,9.1,3.24,9.0,0
5327,10.4,2.4,12.8,3.1,13.0,0
5328,11.0,2.1,10.5,3.15,6.0,0
5329,9.2,2.2,7.8,3.25,21.0,0
5330,12.8,2.3,11.9,3.0,12.0,0
5331,9.5,2.3,12.3,3.16,6.0,0
5332,9.9,3.2,10.4,3.15,22.0,0
5333,9.5,2.3,12.3,3.16,6.0,0
5334,10.2,2.0,8.0,3.26,38.0,0
5335,11.2,3.2,11.1,3.17,6.0,0
5336,9.9,3.2,10.4,3.15,22.0,0
5337,9.3,1.5,7.0,3.08,7.0,0
5338,9.8,2.2,12.6,2.88,6.0,1
5339,11.3,2.15,11.9,3.06,7.0,0
5340,11.2,3.7,15.6,2.95,6.0,0
5341,11.6,2.7,10.0,3.23,11.0,0
5342,12.5,1.7,5.3,3.57,5.0,0
5343,10.1,2.1,9.5,3.23,6.0,0
5344,10.5,2.6,12.5,3.1,31.0,0
5345,11.2,2.1,9.3,3.22,6.0,0
5346,10.2,2.0,8.6,3.2,7.0,0
5347,10.8,2.8,11.9,3.1,17.0,0
5348,10.8,2.8,11.9,3.1,17.0,0
5349,9.1,1.8,8.4,3.06,9.0,0
5350,10.0,1.7,6.8,3.44,18.0,0
5351,11.2,2.8,10.4,3.26,5.0,0
5352,11.1,1.6,7.0,3.5,21.0,0
5353,13.4,5.2,11.3,3.22,6.0,1
5354,10.3,2.3,8.9,3.37,5.0,0
5355,9.6,2.7,9.2,3.28,29.0,0
5356,11.2,2.8,10.4,3.26,5.0,0
5357,9.0,2.2,11.6,3.25,10.0,0
5358,11.3,2.3,9.2,3.35,14.0,0
5359,9.3,2.6,8.3,3.26,6.0,0
5360,11.8,2.55,11.0,3.18,10.0,0
5361,9.0,2.2,8.1,3.08,25.0,0
5362,9.2,2.1,11.5,2.98,5.0,0
5363,9.7,2.9,10.0,3.48,10.0,0
5364,11.5,2.0,10.3,3.16,21.0,0
5365,14.0,2.6,8.8,3.32,7.0,0
5366,9.2,2.1,11.4,3.17,6.0,0
5367,9.8,1.2,8.7,3.2,36.0,0
5368,10.6,2.6,13.0,3.05,15.0,0
5369,11.4,2.4,9.6,3.2,25.0,0
5370,10.4,2.6,12.5,3.15,25.0,0
5371,10.6,2.1,9.9,3.26,5.0,0
5372,9.4,1.7,10.5,3.2,10.0,0
5373,10.2,2.2,9.6,3.14,5.0,0
5374,9.7,2.0,9.3,3.28,6.0,0
5375,11.0,1.8,10.4,3.18,6.0,0
5376,10.2,2.2,9.6,3.14,5.0,0
5377,10.1,2.7,9.4,3.19,6.0,0
5378,9.2,15.5,10.6,3.12,6.0,0
5379,11.7,2.8,9.4,3.15,6.0,1
5380,9.4,2.2,10.6,3.04,6.0,0
5381,9.4,2.2,10.6,3.04,7.0,0
5382,13.4,4.1,10.6,3.06,6.0,0
5383,10.0,1.9,10.2,3.17,6.0,0
5384,10.0,1.9,10.2,3.17,6.0,0
5385,10.0,1.8,10.2,3.17,5.0,0
5386,10.8,2.8,11.6,3.32,35.0,0
5387,10.2,2.6,9.3,3.34,10.0,0
5388,10.6,2.8,9.3,3.31,24.0,0
5389,13.3,2.5,9.2,3.34,12.0,0
5390,13.4,2.6,8.9,3.32,13.0,0
5391,11.6,3.0,8.7,3.48,23.0,0
5392,12.1,8.3,6.5,3.44,28.0,0
5393,11.0,2.6,10.7,3.15,5.0,1
5394,9.0,1.9,7.8,3.43,14.0,0
5395,11.1,2.5,7.2,3.32,43.0,0
5396,11.0,2.6,10.7,3.15,5.0,1
5397,11.6,3.0,8.7,3.48,23.0,0
5398,9.0,1.9,7.8,3.43,14.0,0
5399,12.0,6.55,10.4,3.17,38.0,0
5400,12.0,6.55,10.4,3.17,38.0,0
5401,10.9,1.9,10.5,3.18,6.0,0
5402,10.8,1.8,10.5,3.21,6.0,0
5403,12.5,2.9,10.2,3.16,10.0,0
5404,10.8,1.8,10.4,3.25,6.0,0
5405,9.5,2.3,11.2,3.17,6.0,0
5406,10.2,2.2,10.0,3.18,26.0,0
5407,11.4,2.8,13.3,3.04,23.0,0
5408,9.5,4.6,12.4,3.02,19.0,0
